time [ms], AccX [g], AccY [g], AccZ [g], GyroX [deg/s], GyroY [deg/s], GyroZ [deg/s]
125741,1.06,-0.02,-0.06,-0.08,0.01,-0.39
125745,1.07,-0.02,-0.05,0.06,-0.31,0.12
125748,1.06,-0.01,-0.06,-0.00,0.27,0.12
125751,1.06,-0.02,-0.05,0.17,-0.57,0.01
125754,1.06,-0.02,-0.06,-0.08,0.11,0.13
125757,1.06,-0.01,-0.06,0.04,-0.67,-0.13
125760,1.07,-0.01,-0.05,0.12,-0.24,-0.02
125763,1.06,-0.01,-0.07,0.09,0.11,0.24
125766,1.06,-0.02,-0.05,0.14,-0.21,0.16
125769,1.06,-0.02,-0.05,-0.08,-0.37,-0.26
125772,1.06,-0.01,-0.06,0.07,0.01,0.30
125775,1.06,-0.01,-0.06,0.20,-0.02,-0.10
125778,1.06,-0.01,-0.05,0.01,0.24,-0.25
125781,1.06,-0.02,-0.05,0.26,-0.09,0.15
125785,1.06,-0.02,-0.06,0.03,0.11,0.07
125788,1.06,-0.01,-0.05,0.21,-0.18,0.04
125791,1.06,-0.01,-0.05,0.11,0.06,0.10
125794,1.07,-0.02,-0.05,0.03,-0.29,0.09
125797,1.06,-0.01,-0.06,-0.06,-0.09,-0.07
125800,1.06,-0.01,-0.05,0.07,0.09,0.01
125803,1.06,-0.02,-0.06,-0.12,-0.06,0.10
125806,1.06,-0.01,-0.07,0.27,0.29,-0.16
125808,1.06,-0.01,-0.05,0.12,-0.55,0.28
125811,1.07,-0.02,-0.06,-0.00,0.03,-0.02
125814,1.06,-0.02,-0.06,0.20,-0.43,0.03
125817,1.07,-0.01,-0.05,0.09,-0.00,0.09
125822,1.06,-0.01,-0.06,0.03,-0.03,-0.17
125824,1.06,-0.02,-0.06,-0.03,0.29,-0.13
125827,1.07,-0.02,-0.06,0.17,0.11,0.06
125830,1.06,-0.02,-0.05,-0.00,-0.18,-0.10
125833,1.06,-0.02,-0.06,-0.05,0.03,0.24
125836,1.06,-0.01,-0.06,-0.00,0.18,-0.11
125839,1.07,-0.02,-0.06,0.17,-0.23,-0.07
125842,1.06,-0.01,-0.06,0.11,0.17,0.01
125845,1.06,-0.01,-0.05,0.14,-0.05,0.15
125848,1.06,-0.02,-0.07,0.12,-0.03,0.09
125851,1.07,-0.01,-0.06,0.23,-0.46,-0.14
125854,1.06,-0.01,-0.05,0.15,-0.12,-0.08
125857,1.06,-0.01,-0.07,-0.23,-0.26,-0.14
125861,1.07,-0.01,-0.06,0.20,-0.05,-0.02
125864,1.06,-0.02,-0.06,-0.46,-0.14,0.06
125867,1.07,-0.02,-0.06,-0.12,-0.09,-0.39
125870,1.06,-0.01,-0.06,0.17,-0.40,0.06
125873,1.06,-0.01,-0.06,-0.09,-0.24,0.07
125876,1.06,-0.01,-0.06,0.30,0.12,0.15
125879,1.06,-0.01,-0.05,0.12,0.05,-0.07
125882,1.06,-0.02,-0.06,-0.00,-0.21,-0.01
125885,1.06,-0.01,-0.06,0.11,-0.20,-0.14
125888,1.06,-0.01,-0.06,0.03,0.18,-0.13
125891,1.06,-0.02,-0.06,0.04,-0.05,-0.11
125894,1.06,-0.02,-0.06,-0.17,-0.46,-0.13
125898,1.06,-0.01,-0.05,-0.06,-0.09,0.12
125901,1.06,-0.02,-0.06,0.06,0.12,-0.11
125904,1.06,-0.02,-0.06,-0.06,-0.23,-0.26
125907,1.06,-0.01,-0.06,-0.02,-0.17,-0.08
125910,1.06,-0.01,-0.06,-0.08,-0.00,-0.33
125913,1.07,-0.02,-0.06,0.04,-0.02,0.09
125916,1.06,-0.02,-0.06,-0.02,-0.26,-0.40
125919,1.07,-0.01,-0.06,-0.15,-0.18,-0.19
125922,1.06,-0.01,-0.06,0.29,-0.49,-0.10
125925,1.06,-0.02,-0.06,-0.05,-0.17,0.10
125928,1.06,-0.01,-0.06,0.09,0.20,-0.02
125931,1.06,-0.01,-0.06,-0.05,-0.66,0.03
125935,1.06,-0.02,-0.06,-0.14,-0.14,-0.01
125938,1.06,-0.02,-0.06,-0.00,0.11,-0.19
125941,1.07,-0.01,-0.06,-0.14,0.26,-0.14
125944,1.06,-0.01,-0.06,-0.02,-0.60,-0.36
125947,1.06,-0.02,-0.06,0.20,0.35,-0.01
125950,1.06,-0.02,-0.06,0.11,-0.17,0.18
125953,1.06,-0.01,-0.06,-0.15,-0.18,-0.14
125956,1.06,-0.01,-0.06,-0.05,-0.23,0.15
125959,1.06,-0.01,-0.06,0.04,0.01,0.12
125962,1.06,-0.01,-0.06,-0.12,-0.23,0.13
125965,1.06,-0.01,-0.06,0.17,0.08,-0.07
125968,1.06,-0.01,-0.06,0.01,-0.34,-0.19
125972,1.06,-0.01,-0.05,0.20,-0.02,0.33
125975,1.06,-0.02,-0.05,0.06,-0.29,-0.33
125978,1.07,-0.01,-0.05,0.30,-0.23,-0.05
125981,1.06,-0.01,-0.06,0.12,-0.37,-0.13
125984,1.06,-0.02,-0.06,-0.05,-0.14,-0.17
125987,1.06,-0.01,-0.06,0.23,-0.20,-0.11
125990,1.07,-0.02,-0.05,0.17,0.09,0.03
125993,1.06,-0.01,-0.07,0.14,-0.50,-0.07
125996,1.07,-0.01,-0.05,0.06,-0.28,0.12
125999,1.06,-0.01,-0.05,0.24,0.37,0.07
126002,1.07,-0.02,-0.06,-0.02,-0.29,-0.05
126005,1.07,-0.02,-0.06,0.03,-0.08,-0.04
126009,1.06,-0.02,-0.06,0.14,-0.26,0.09
126012,1.07,-0.01,-0.06,0.04,0.18,-0.08
126015,1.07,-0.02,-0.06,0.06,-0.34,0.28
126018,1.06,-0.01,-0.06,0.09,-0.00,0.13
126021,1.06,-0.01,-0.07,0.04,-0.21,-0.04
126024,1.06,-0.02,-0.07,-0.08,0.06,0.18
126026,1.05,-0.02,-0.05,-0.03,-0.17,0.06
126029,1.06,-0.02,-0.05,0.11,-0.02,0.15
126032,1.06,-0.02,-0.06,0.21,-0.32,-0.08
126035,1.07,-0.01,-0.06,0.18,-0.46,-0.23
126038,1.06,-0.01,-0.06,0.01,-0.12,0.28
126041,1.06,-0.01,-0.06,-0.03,0.12,-0.11
126044,1.07,-0.01,-0.05,0.12,0.27,-0.08
126049,1.06,-0.02,-0.05,-0.09,-0.15,0.21
126052,1.06,-0.01,-0.06,0.21,-0.24,-0.14
126055,1.06,-0.01,-0.07,-0.08,-0.24,-0.13
126057,1.06,-0.02,-0.07,0.32,0.05,0.21
126060,1.06,-0.02,-0.07,0.12,-0.50,-0.22
126063,1.07,-0.01,-0.06,-0.02,0.01,0.16
126066,1.07,-0.02,-0.05,0.07,-0.57,0.13
126069,1.06,-0.02,-0.06,0.07,-0.23,0.06
126072,1.06,-0.02,-0.05,-0.02,-0.41,-0.19
126075,1.07,-0.01,-0.06,0.15,0.05,0.10
126078,1.06,-0.01,-0.06,-0.02,-0.11,0.01
126081,1.07,-0.01,-0.06,0.01,-0.32,0.03
126085,1.06,-0.02,-0.06,0.24,-0.09,0.15
126088,1.06,-0.01,-0.05,0.18,-0.38,0.15
126091,1.06,-0.01,-0.06,-0.12,0.24,0.13
126094,1.07,-0.02,-0.06,0.06,-0.24,-0.28
126097,1.07,-0.02,-0.06,0.03,-0.26,-0.20
126100,1.06,-0.02,-0.05,0.12,0.21,0.22
126103,1.06,-0.02,-0.06,0.14,-0.72,0.21
126106,1.06,-0.02,-0.05,0.12,-0.38,-0.17
126109,1.06,-0.02,-0.06,-0.00,0.06,-0.16
126112,1.06,-0.01,-0.05,0.06,-0.28,0.25
126115,1.06,-0.02,-0.06,-0.02,-0.21,-0.14
126118,1.06,-0.01,-0.07,-0.18,-0.40,0.04
126137,1.07,-0.01,-0.06,0.49,0.06,0.12
126140,1.06,-0.02,-0.06,-0.20,-0.11,0.16
126143,1.06,-0.01,-0.06,0.15,0.09,0.38
126146,1.06,-0.01,-0.06,-0.11,-0.31,-0.23
126149,1.06,-0.01,-0.06,0.35,-0.46,0.13
126152,1.06,-0.01,-0.06,0.09,0.30,0.03
126155,1.07,-0.02,-0.07,-0.20,-0.03,0.24
126158,1.06,-0.02,-0.05,-0.23,-0.26,-0.16
126161,1.06,-0.01,-0.06,0.04,-0.14,0.19
126164,1.06,-0.01,-0.06,0.27,-0.08,-0.07
126167,1.06,-0.01,-0.06,-0.02,0.27,0.15
126170,1.06,-0.01,-0.06,0.18,-0.26,-0.25
126173,1.06,-0.02,-0.05,-0.05,0.06,0.32
126177,1.06,-0.01,-0.05,0.21,-0.17,0.32
126180,1.06,-0.01,-0.06,-0.14,0.38,0.22
126183,1.06,-0.01,-0.06,-0.11,-0.61,-0.01
126186,1.06,-0.02,-0.06,0.18,0.24,0.06
126189,1.06,-0.01,-0.06,-0.09,0.06,-0.19
126192,1.06,-0.01,-0.06,-0.02,0.09,-0.07
126195,1.06,-0.02,-0.05,0.07,-0.34,0.06
126198,1.06,-0.01,-0.05,0.07,-0.40,-0.10
126201,1.07,-0.02,-0.07,-0.14,0.05,-0.04
126204,1.06,-0.01,-0.06,0.21,-0.06,-0.02
126207,1.06,-0.01,-0.05,-0.14,-0.23,0.57
126210,1.06,-0.01,-0.06,0.14,-0.08,-0.22
126214,1.06,-0.02,-0.06,-0.20,-0.00,-0.02
126217,1.06,-0.01,-0.06,0.27,-0.50,-0.19
126220,1.06,-0.02,-0.06,0.43,0.08,0.04
126223,1.06,-0.01,-0.06,0.06,-0.17,-0.05
126226,1.06,-0.01,-0.06,-0.15,-0.12,0.09
126229,1.07,-0.01,-0.06,0.07,-0.21,0.01
126232,1.07,-0.01,-0.06,-0.05,0.23,0.07
126235,1.06,-0.02,-0.05,0.01,-0.06,-0.04
126238,1.06,-0.01,-0.06,0.17,0.05,0.01
126241,1.06,-0.02,-0.06,-0.03,0.11,-0.14
126244,1.07,-0.02,-0.06,-0.03,-0.17,-0.28
126247,1.07,-0.02,-0.07,0.29,-0.02,0.01
126251,1.06,-0.02,-0.07,0.03,-0.11,0.10
126254,1.07,-0.01,-0.07,0.11,-0.00,-0.04
126257,1.07,-0.01,-0.07,0.15,-0.31,-0.16
126260,1.06,-0.02,-0.06,0.15,-0.26,-0.04
126263,1.06,-0.02,-0.05,-0.22,0.08,-0.08
126266,1.06,-0.01,-0.05,0.33,-0.03,0.10
126269,1.06,-0.02,-0.06,-0.09,0.23,-0.19
126271,1.06,-0.02,-0.06,-0.22,-0.32,0.15
126275,1.07,-0.01,-0.06,0.29,0.24,-0.01
126278,1.07,-0.01,-0.06,0.09,-0.32,0.16
126280,1.06,-0.02,-0.06,-0.15,-0.14,0.01
126283,1.07,-0.02,-0.05,0.24,-0.32,-0.30
126286,1.06,-0.01,-0.06,-0.12,0.08,0.19
126291,1.06,-0.02,-0.06,-0.03,-0.58,-0.11
126294,1.06,-0.01,-0.05,-0.34,-0.35,-0.07
126296,1.06,-0.01,-0.06,0.14,0.01,-0.10
126299,1.06,-0.01,-0.06,0.07,-0.34,-0.22
126302,1.07,-0.01,-0.06,-0.08,0.09,-0.01
126305,1.06,-0.01,-0.06,0.07,-0.08,0.19
126308,1.07,-0.02,-0.06,0.11,-0.24,0.16
126311,1.06,-0.01,-0.06,0.01,-0.12,0.03
126314,1.07,-0.02,-0.05,-0.09,0.06,0.38
126317,1.07,-0.01,-0.06,0.04,-0.14,-0.23
126320,1.07,-0.01,-0.06,0.14,-0.31,-0.10
126323,1.06,-0.01,-0.06,0.01,-0.20,0.06
126327,1.07,-0.02,-0.06,-0.22,-0.08,0.04
126330,1.06,-0.01,-0.06,0.26,0.24,-0.23
126333,1.06,-0.02,-0.07,-0.12,-0.38,-0.25
126336,1.07,-0.01,-0.06,0.14,-0.03,-0.01
126339,1.07,-0.02,-0.07,0.18,0.15,0.16
126342,1.06,-0.01,-0.05,0.12,-0.06,0.19
126345,1.07,-0.02,-0.05,-0.09,-0.40,0.01
126348,1.06,-0.01,-0.06,0.26,0.26,0.18
126351,1.06,-0.01,-0.06,-0.05,0.20,0.04
126354,1.06,-0.01,-0.05,0.27,-0.21,-0.04
126357,1.06,-0.02,-0.06,-0.03,-0.18,-0.31
126360,1.06,-0.02,-0.06,0.06,0.08,0.15
126364,1.06,-0.01,-0.05,-0.14,-0.20,-0.04
126367,1.06,-0.01,-0.06,0.07,-0.23,-0.17
126370,1.06,-0.01,-0.06,0.29,-0.24,-0.23
126373,1.06,-0.01,-0.05,0.07,-0.40,0.03
126376,1.07,-0.02,-0.06,-0.22,-0.11,0.13
126379,1.06,-0.01,-0.06,-0.03,-0.06,0.06
126382,1.06,-0.01,-0.05,0.15,-0.37,-0.14
126385,1.07,-0.01,-0.07,-0.02,-0.41,-0.20
126388,1.06,-0.01,-0.06,0.11,-0.41,0.18
126391,1.06,-0.02,-0.06,-0.05,0.15,-0.04
126394,1.06,-0.02,-0.06,0.20,-0.24,-0.19
126397,1.07,-0.02,-0.07,0.23,0.03,0.19
126400,1.06,-0.01,-0.06,-0.09,0.12,0.22
126404,1.07,-0.02,-0.06,0.41,-0.20,0.01
126407,1.06,-0.01,-0.05,-0.34,-0.11,0.06
126410,1.06,-0.01,-0.06,0.03,-0.57,-0.02
126413,1.06,-0.01,-0.06,-0.00,-0.08,-0.26
126416,1.06,-0.01,-0.06,-0.03,0.18,-0.10
126419,1.07,-0.02,-0.05,-0.05,0.12,-0.17
126422,1.07,-0.01,-0.05,0.04,-0.14,-0.02
126425,1.07,-0.02,-0.05,-0.08,-0.35,-0.10
126428,1.06,-0.01,-0.06,0.11,-0.05,-0.23
126431,1.06,-0.01,-0.05,-0.08,-0.09,0.32
126434,1.06,-0.02,-0.06,0.43,-0.03,0.09
126437,1.07,-0.02,-0.06,0.26,-0.14,-0.05
126441,1.06,-0.01,-0.05,0.03,-0.32,0.09
126444,1.06,-0.01,-0.07,-0.03,-0.15,-0.01
126447,1.06,-0.01,-0.07,-0.05,-0.26,-0.20
126450,1.06,-0.01,-0.06,-0.06,-0.52,0.18
126453,1.06,-0.01,-0.06,-0.20,0.43,-0.22
126456,1.07,-0.01,-0.06,0.04,-0.34,0.07
126459,1.07,-0.02,-0.06,-0.18,-0.12,-0.13
126462,1.07,-0.01,-0.06,0.32,0.21,0.04
126465,1.06,-0.02,-0.06,0.06,0.08,0.22
126468,1.06,-0.02,-0.06,0.15,-0.03,0.19
126471,1.06,-0.01,-0.05,0.30,-0.26,-0.17
126474,1.06,-0.02,-0.06,-0.02,-0.08,-0.25
126478,1.06,-0.01,-0.06,-0.09,-0.12,-0.19
126481,1.06,-0.02,-0.06,0.04,-0.09,-0.33
126484,1.06,-0.02,-0.06,0.03,-0.52,-0.13
126487,1.06,-0.02,-0.06,0.21,-0.15,0.16
126490,1.06,-0.01,-0.06,0.07,-0.28,-0.14
126493,1.07,-0.02,-0.06,-0.18,-0.32,-0.07
126496,1.06,-0.02,-0.07,0.36,0.06,-0.14
126499,1.06,-0.01,-0.06,0.29,-0.21,-0.11
126502,1.05,-0.01,-0.06,0.21,0.15,-0.37
126504,1.06,-0.01,-0.06,0.33,-0.31,0.21
126507,1.06,-0.02,-0.06,-0.17,-0.17,0.13
126510,1.06,-0.01,-0.06,0.15,-0.21,-0.16
126515,1.06,-0.01,-0.05,0.15,-0.28,0.12
126518,1.06,-0.02,-0.07,0.06,-0.00,0.13
126521,1.06,-0.01,-0.05,0.15,0.09,0.32
126524,1.06,-0.02,-0.06,-0.12,-0.20,-0.07
126526,1.06,-0.01,-0.06,0.20,-0.37,-0.25
126529,1.06,-0.01,-0.06,-0.05,0.11,0.25
126532,1.07,-0.02,-0.06,0.11,-0.58,0.10
126535,1.06,-0.02,-0.06,-0.11,0.12,-0.26
126538,1.06,-0.02,-0.05,-0.08,-0.29,0.32
126541,1.06,-0.02,-0.06,0.20,-0.20,-0.25
126544,1.06,-0.02,-0.06,-0.20,0.08,-0.14
126547,1.06,-0.01,-0.05,-0.08,-0.00,0.13
126550,1.06,-0.01,-0.06,-0.11,-0.09,0.15
126554,1.06,-0.02,-0.05,0.09,0.35,0.03
126557,1.06,-0.01,-0.06,0.29,0.03,0.10
126560,1.06,-0.01,-0.06,0.09,-0.23,0.10
126563,1.07,-0.02,-0.07,0.12,-0.08,-0.16
126566,1.06,-0.01,-0.05,0.11,0.03,0.16
126569,1.06,-0.01,-0.06,0.30,-0.17,-0.01
126572,1.06,-0.02,-0.06,0.12,-0.02,-0.01
126575,1.06,-0.01,-0.07,0.14,-0.37,-0.11
126578,1.06,-0.01,-0.06,0.29,-0.11,-0.45
126581,1.06,-0.01,-0.06,-0.03,0.15,0.15
126584,1.06,-0.02,-0.06,0.01,-0.20,0.04
126587,1.06,-0.01,-0.05,0.01,-0.09,-0.04
126591,1.06,-0.02,-0.05,0.09,-0.11,-0.04
126594,1.07,-0.01,-0.06,0.11,-0.34,0.04
126597,1.06,-0.01,-0.06,0.01,0.01,0.04
126600,1.07,-0.01,-0.06,0.07,-0.14,-0.22
126603,1.06,-0.01,-0.06,0.07,-0.37,-0.23
126606,1.06,-0.01,-0.06,0.18,-0.29,0.16
126609,1.07,-0.02,-0.06,0.12,0.08,-0.17
126612,1.07,-0.01,-0.06,0.33,0.44,-0.02
126615,1.06,-0.02,-0.06,0.07,-0.12,-0.16
126618,1.06,-0.01,-0.07,-0.02,-0.60,0.27
126621,1.06,-0.02,-0.06,-0.03,0.05,0.01
126624,1.06,-0.02,-0.06,0.03,-0.00,-0.02
126628,1.06,-0.02,-0.06,0.14,0.15,-0.08
126631,1.06,-0.01,-0.06,-0.32,0.05,0.24
126634,1.07,-0.01,-0.06,0.06,-0.43,-0.10
126637,1.06,-0.01,-0.06,0.04,-0.00,-0.17
126640,1.06,-0.02,-0.05,-0.08,0.15,-0.02
126643,1.06,-0.02,-0.06,0.15,0.11,0.15
126646,1.06,-0.01,-0.06,-0.00,0.15,-0.20
126649,1.06,-0.00,-0.06,-0.09,-0.05,-0.07
126652,1.07,-0.02,-0.05,-0.08,-0.05,0.36
126655,1.06,-0.02,-0.06,-0.18,0.01,0.01
126658,1.06,-0.02,-0.05,0.14,0.08,0.15
126661,1.06,-0.01,-0.06,0.21,0.12,-0.14
126664,1.06,-0.02,-0.06,0.14,-0.14,-0.17
126668,1.06,-0.01,-0.06,-0.18,-0.24,0.15
126671,1.06,-0.02,-0.06,-0.18,0.06,-0.10
126674,1.07,-0.01,-0.06,-0.09,-0.21,-0.22
126677,1.06,-0.02,-0.06,0.20,-0.44,-0.17
126680,1.06,-0.01,-0.06,0.11,-0.28,0.04
126683,1.06,-0.02,-0.05,0.01,-0.24,0.19
126686,1.06,-0.01,-0.05,0.26,-0.02,-0.10
126689,1.06,-0.01,-0.05,0.23,-0.31,-0.20
126692,1.07,-0.02,-0.05,-0.09,0.03,0.15
126695,1.06,-0.01,-0.06,0.24,-0.00,0.06
126698,1.06,-0.02,-0.06,0.18,-0.00,-0.22
126701,1.06,-0.01,-0.06,0.07,-0.57,-0.02
126705,1.06,-0.01,-0.06,-0.17,0.12,0.19
126708,1.06,-0.01,-0.05,0.04,-0.09,0.22
126711,1.06,-0.02,-0.07,0.11,-0.14,-0.48
126714,1.07,-0.02,-0.05,-0.00,-0.05,0.18
126717,1.06,-0.01,-0.05,-0.09,-0.41,-0.10
126720,1.06,-0.01,-0.06,0.17,-0.14,-0.04
126723,1.06,-0.01,-0.05,-0.03,-0.17,0.10
126726,1.07,-0.02,-0.06,0.17,-0.43,0.06
126728,1.06,-0.01,-0.06,-0.03,0.40,-0.05
126731,1.06,-0.01,-0.06,0.21,-0.12,0.01
126734,1.06,-0.01,-0.06,0.20,-0.26,0.04
126737,1.06,-0.01,-0.05,0.24,-0.14,0.13
126756,1.06,-0.01,-0.06,-0.05,0.05,0.13
126759,1.06,-0.02,-0.06,0.12,-0.14,0.09
126762,1.06,-0.01,-0.05,-0.02,-0.17,-0.02
126765,1.06,-0.01,-0.07,-0.05,0.17,-0.26
126768,1.06,-0.01,-0.06,0.17,-0.35,-0.20
126771,1.07,-0.01,-0.07,0.15,-0.66,0.12
126774,1.07,-0.01,-0.06,0.14,-0.05,0.04
126777,1.06,-0.01,-0.06,0.04,0.14,0.15
126780,1.06,-0.01,-0.05,0.11,-0.31,-0.10
126783,1.06,-0.01,-0.05,0.09,0.01,-0.07
126786,1.06,-0.01,-0.06,0.09,0.09,-0.14
126789,1.06,-0.01,-0.06,0.01,-0.18,0.21
126792,1.06,-0.02,-0.05,0.01,-0.09,0.04
126796,1.06,-0.02,-0.06,0.11,-0.03,0.04
126799,1.07,-0.02,-0.05,0.03,-0.32,0.06
126802,1.05,-0.01,-0.06,0.11,-0.20,0.12
126805,1.07,-0.01,-0.06,-0.03,-0.14,-0.11
126808,1.06,-0.02,-0.06,0.01,-0.43,0.01
126811,1.06,-0.02,-0.07,0.14,-0.02,-0.20
126814,1.06,-0.01,-0.06,-0.08,0.09,-0.01
126817,1.06,-0.01,-0.05,-0.02,-0.06,0.03
126820,1.06,-0.02,-0.07,0.03,0.11,0.13
126823,1.06,-0.02,-0.06,0.23,-0.20,0.04
126826,1.06,-0.02,-0.06,-0.17,-0.28,-0.26
126829,1.06,-0.01,-0.06,0.17,0.20,0.16
126833,1.06,-0.01,-0.04,0.01,0.06,0.42
126836,1.06,-0.01,-0.05,0.09,-0.09,0.18
126839,1.06,-0.02,-0.06,0.06,0.37,-0.05
126842,1.06,-0.01,-0.06,0.03,-0.50,0.10
126845,1.06,-0.02,-0.06,0.27,0.06,-0.01
126848,1.06,-0.02,-0.05,-0.11,-0.20,0.19
126851,1.07,-0.01,-0.05,-0.09,-0.14,0.01
126854,1.06,-0.01,-0.07,0.26,0.17,0.03
126857,1.07,-0.02,-0.06,0.11,-0.21,0.30
126860,1.06,-0.02,-0.06,0.11,0.03,0.12
126863,1.06,-0.02,-0.06,0.17,-0.24,0.09
126866,1.06,-0.01,-0.06,0.24,0.15,-0.05
126869,1.06,-0.02,-0.06,-0.00,-0.47,0.42
126873,1.06,-0.01,-0.06,-0.17,0.27,-0.13
126876,1.06,-0.01,-0.06,0.04,-0.38,0.18
126879,1.07,-0.02,-0.06,0.23,0.05,-0.11
126882,1.06,-0.02,-0.05,-0.03,0.12,0.01
126885,1.06,-0.01,-0.06,-0.05,0.05,0.12
126888,1.06,-0.02,-0.06,-0.02,-0.21,-0.07
126891,1.06,-0.02,-0.07,0.01,0.21,0.18
126894,1.07,-0.02,-0.06,-0.18,-0.15,-0.20
126897,1.06,-0.02,-0.05,0.30,0.09,-0.10
126900,1.07,-0.02,-0.06,-0.18,-0.14,-0.14
126903,1.07,-0.02,-0.06,0.11,-0.23,-0.11
126906,1.06,-0.01,-0.06,-0.09,0.03,0.16
126910,1.07,-0.01,-0.05,0.06,-0.20,-0.07
126913,1.07,-0.02,-0.05,-0.26,-0.28,-0.01
126916,1.06,-0.01,-0.06,0.20,0.01,-0.34
126919,1.06,-0.01,-0.06,0.23,-0.06,0.01
126922,1.06,-0.02,-0.07,0.27,-0.57,0.16
126925,1.06,-0.02,-0.06,0.11,-0.29,0.10
126928,1.06,-0.01,-0.06,0.11,-0.24,-0.13
126931,1.06,-0.02,-0.06,0.21,-0.20,-0.11
126933,1.07,-0.02,-0.06,0.41,-0.00,0.01
126936,1.06,-0.01,-0.06,-0.02,0.03,0.04
126939,1.06,-0.02,-0.05,0.04,-0.35,0.03
126942,1.06,-0.01,-0.05,-0.00,-0.06,0.09
126947,1.07,-0.02,-0.05,-0.08,0.03,-0.05
126949,1.07,-0.01,-0.05,0.15,0.05,0.09
126952,1.06,-0.02,-0.06,-0.02,-0.05,-0.26
126955,1.07,-0.02,-0.06,-0.05,-0.03,0.27
126958,1.06,-0.01,-0.05,0.23,-0.23,-0.26
126961,1.06,-0.02,-0.06,-0.22,-0.18,0.03
126964,1.07,-0.01,-0.06,0.04,-0.35,-0.04
126967,1.06,-0.02,-0.06,0.11,0.03,0.10
126970,1.06,-0.01,-0.06,0.01,-0.15,-0.25
126973,1.06,-0.01,-0.06,-0.02,-0.03,-0.01
126976,1.06,-0.01,-0.06,-0.03,-0.28,0.16
126979,1.06,-0.02,-0.06,-0.11,0.35,0.15
126982,1.06,-0.01,-0.06,0.26,-0.08,-0.07
126986,1.07,-0.01,-0.06,0.26,-0.08,0.21
126989,1.06,-0.01,-0.05,0.06,0.21,-0.42
126992,1.06,-0.01,-0.07,0.21,-0.35,-0.04
126995,1.07,-0.01,-0.05,0.20,-0.17,-0.14
126998,1.07,-0.02,-0.05,-0.00,-0.02,-0.19
127001,1.06,-0.01,-0.06,0.11,-0.29,0.04
127004,1.07,-0.01,-0.05,0.21,0.21,-0.20
127007,1.06,-0.01,-0.06,0.07,0.08,0.09
127010,1.06,-0.01,-0.06,0.06,-0.29,0.19
127013,1.06,-0.02,-0.07,0.18,0.21,-0.05
127016,1.06,-0.01,-0.06,-0.31,-0.03,0.15
127019,1.06,-0.02,-0.06,0.12,-0.44,-0.01
127023,1.07,-0.02,-0.06,-0.17,-0.32,-0.16
127026,1.06,-0.02,-0.06,0.44,0.47,-0.14
127029,1.06,-0.01,-0.05,0.26,-0.24,0.10
127032,1.06,-0.01,-0.06,0.29,-0.05,0.01
127035,1.06,-0.02,-0.05,-0.05,-0.21,-0.52
127038,1.06,-0.01,-0.06,0.18,-0.57,0.13
127041,1.06,-0.01,-0.05,0.27,0.01,-0.02
127044,1.06,-0.01,-0.06,0.06,-0.31,-0.02
127047,1.06,-0.02,-0.06,0.21,-0.11,0.01
127050,1.06,-0.02,-0.06,0.24,-0.29,0.13
127053,1.06,-0.01,-0.06,0.07,-0.06,0.07
127056,1.06,-0.01,-0.05,0.06,-0.08,-0.07
127060,1.06,-0.02,-0.07,-0.22,-0.24,0.10
127063,1.07,-0.02,-0.06,0.36,-0.34,-0.08
127066,1.06,-0.01,-0.06,0.14,-0.14,0.09
127069,1.06,-0.02,-0.06,-0.06,-0.26,-0.23
127072,1.07,-0.02,-0.05,-0.08,-0.37,0.19
127075,1.06,-0.02,-0.06,0.15,0.37,0.09
127078,1.06,-0.01,-0.05,-0.12,-0.53,-0.08
127081,1.06,-0.01,-0.06,-0.14,-0.46,-0.07
127084,1.07,-0.01,-0.05,0.03,0.14,-0.04
127087,1.06,-0.01,-0.05,0.24,-0.20,0.04
127090,1.06,-0.02,-0.06,0.07,0.24,-0.13
127093,1.06,-0.01,-0.06,0.30,0.01,0.24
127096,1.07,-0.02,-0.05,0.24,-0.31,-0.39
127100,1.06,-0.02,-0.06,0.18,-0.06,-0.13
127103,1.06,-0.02,-0.06,-0.03,-0.29,-0.14
127106,1.06,-0.02,-0.06,0.12,-0.28,-0.19
127109,1.07,-0.01,-0.06,-0.12,-0.21,0.32
127112,1.06,-0.01,-0.05,0.14,0.12,0.12
127115,1.06,-0.01,-0.06,0.01,-0.24,0.19
127118,1.06,-0.01,-0.05,0.23,-0.14,0.10
127121,1.06,-0.01,-0.06,-0.09,0.06,-0.13
127124,1.06,-0.01,-0.05,0.09,-0.21,-0.16
127127,1.06,-0.01,-0.06,0.27,-0.21,0.03
127130,1.06,-0.01,-0.06,0.14,-0.20,0.06
127133,1.07,-0.01,-0.06,-0.03,-0.12,-0.36
127137,1.06,-0.02,-0.05,0.14,-0.00,0.04
127140,1.07,-0.01,-0.07,0.07,-0.11,-0.36
127143,1.06,-0.02,-0.06,0.15,-0.18,-0.04
127146,1.06,-0.01,-0.06,0.26,-0.20,-0.05
127149,1.06,-0.01,-0.06,-0.08,-0.06,0.09
127152,1.07,-0.01,-0.05,-0.15,-0.15,-0.05
127155,1.06,-0.02,-0.05,0.07,0.12,0.36
127158,1.06,-0.01,-0.05,0.38,-0.21,0.01
127161,1.06,-0.02,-0.06,0.14,-0.12,0.09
127164,1.06,-0.01,-0.06,-0.00,0.27,-0.17
127166,1.06,-0.02,-0.06,0.09,-0.28,-0.07
